et,at,epx,epy,epz,eox,eoy,eoz,eow,apx,apy,apz,aox,aoy,aoz,aow
1385798622.364815,1385798622.364815,476.489300,4.296198,-207.496200,0.003241,0.904681,0.027442,0.425193,433.814500,5.627058,-100.679705,-0.189831,0.851798,-0.071131,0.483058
1385798622.468445,1385798622.468445,478.461900,4.373124,-209.139500,0.003193,0.904434,0.027308,0.425727,434.485652,5.673318,-101.080833,-0.193546,0.850344,-0.072850,0.483889
1385798622.675805,1385798622.675805,482.612200,4.541374,-212.584200,0.002305,0.903983,0.028072,0.426640,435.603065,5.758062,-101.728640,-0.198806,0.848666,-0.074721,0.484416
1385798622.779525,1385798622.779525,484.588700,4.622681,-214.220200,0.002402,0.903865,0.027363,0.426935,436.395021,5.805869,-102.204059,-0.198139,0.848614,-0.075108,0.484721
1385798622.883135,1385798622.883135,486.565900,4.700545,-215.855700,0.002774,0.903776,0.026633,0.427168,437.122771,5.853610,-102.633674,-0.197842,0.848505,-0.075708,0.484939
1385798623.090375,1385798623.090375,490.724900,4.862684,-219.292700,0.002283,0.903459,0.027641,0.427777,438.284953,5.963573,-103.265134,-0.204646,0.845988,-0.078828,0.486014
1385798623.193985,1385798623.193985,492.705700,4.939777,-220.926100,0.001572,0.903426,0.027544,0.427855,438.889975,6.003884,-103.619697,-0.204745,0.845978,-0.078617,0.486025
1385798623.401215,1385798623.401215,496.865100,5.097593,-224.353200,0.001415,0.903526,0.027344,0.427657,440.145826,6.092612,-104.361906,-0.204147,0.846376,-0.078551,0.485594
1385798623.504835,1385798623.504835,499.042800,5.179150,-226.150500,0.001648,0.903587,0.027407,0.427525,440.749536,6.134998,-104.718316,-0.205348,0.845853,-0.079305,0.485876
1385798623.608595,1385798623.608595,501.024300,5.250460,-227.787500,0.001180,0.903623,0.028119,0.427404,441.276061,6.174599,-105.022787,-0.206687,0.845704,-0.079322,0.485564
1385798623.815805,1385798623.815805,505.183500,5.417719,-231.221600,0.000200,0.903754,0.028495,0.427103,442.172076,6.233578,-105.561464,-0.209837,0.844826,-0.080099,0.485615
1385798623.919425,1385798623.919425,507.162300,5.501089,-232.855400,0.000015,0.903782,0.028143,0.427066,442.964259,6.287538,-106.028436,-0.208752,0.845128,-0.079715,0.485620
1385798624.126805,1385798624.126805,511.315300,5.673142,-236.290500,0.000637,0.903751,0.028029,0.427140,443.862983,6.345630,-106.567869,-0.207069,0.845331,-0.079173,0.486076
1385798624.230395,1385798624.230395,513.294000,5.754132,-237.926000,0.000564,0.903680,0.028064,0.427288,444.421339,6.408101,-106.855948,-0.210146,0.844381,-0.081163,0.486079
1385798624.437625,1385798624.437625,517.450200,5.925396,-241.358200,0.000464,0.903664,0.027701,0.427345,445.775781,6.505091,-107.657669,-0.211636,0.843799,-0.082773,0.486170
1385798624.541225,1385798624.541225,519.430900,6.006827,-242.992700,-0.000080,0.903643,0.027828,0.427382,446.477021,6.557396,-108.063191,-0.212852,0.843305,-0.083046,0.486450
1385798624.748585,1385798624.748585,523.590700,6.188641,-246.425800,-0.000458,0.903478,0.029025,0.427651,447.785177,6.648506,-108.833106,-0.214053,0.843227,-0.082271,0.486191
1385798624.852085,1385798624.852085,525.570800,6.278425,-248.058000,-0.000122,0.903428,0.028761,0.427775,448.696480,6.714780,-109.361671,-0.216082,0.842129,-0.083803,0.486933
1385798624.955695,1385798624.955695,527.749300,6.377275,-249.854200,0.000451,0.903362,0.028979,0.427899,449.318634,6.757995,-109.727366,-0.214420,0.842381,-0.082967,0.487376
1385798625.162925,1385798625.162925,531.714700,6.560051,-253.117700,0.000117,0.903196,0.029592,0.428207,450.210127,6.830182,-110.236734,-0.215305,0.842179,-0.082777,0.487366
1385798625.266545,1385798625.266545,533.895800,6.660813,-254.910700,-0.000055,0.903250,0.029057,0.428130,451.012787,6.884097,-110.709527,-0.214588,0.842511,-0.082511,0.487154
1385798625.473775,1385798625.473775,537.863700,6.842461,-258.173700,-0.000452,0.903303,0.029461,0.427989,452.399078,7.004613,-111.474628,-0.214729,0.843150,-0.082536,0.485981
1385798625.577435,1385798625.577435,540.047000,6.947415,-259.969700,-0.001077,0.903321,0.030315,0.427891,453.276158,7.074755,-111.976207,-0.214719,0.843529,-0.081620,0.485483
1385798625.784745,1385798625.784745,544.211900,7.153506,-263.395100,-0.001301,0.903516,0.029268,0.427551,454.292065,7.137580,-112.602040,-0.211938,0.844166,-0.080955,0.485709
1385798625.888525,1385798625.888525,546.192800,7.246394,-265.027000,-0.000900,0.903625,0.027887,0.427414,454.870629,7.181251,-112.936122,-0.212781,0.843643,-0.083176,0.485873
1385798626.095725,1385798626.095725,550.358200,7.434657,-268.461700,-0.001155,0.903570,0.029324,0.427435,455.655543,7.216477,-113.433668,-0.217653,0.841773,-0.083988,0.486818
1385798626.199485,1385798626.199485,552.341400,7.531436,-270.098500,-0.001242,0.903542,0.030316,0.427424,456.384434,7.273796,-113.847593,-0.220277,0.841227,-0.084581,0.486478
1385798626.303075,1385798626.303075,554.322600,7.630902,-271.733900,-0.000734,0.903546,0.030255,0.427422,457.082561,7.324380,-114.251412,-0.220464,0.841280,-0.084926,0.486242
1385798626.510435,1385798626.510435,558.485200,7.836405,-275.169700,-0.000113,0.903573,0.029851,0.427394,458.290680,7.404959,-114.967257,-0.221450,0.840863,-0.086242,0.486284
1385798626.614215,1385798626.614215,560.666800,7.942413,-276.971400,0.000313,0.903525,0.030371,0.427457,459.339692,7.522751,-115.524080,-0.223369,0.840876,-0.087630,0.485134
1385798626.821535,1385798626.821535,564.636500,8.139190,-280.246200,-0.000111,0.903393,0.031335,0.427667,460.977902,7.665373,-116.452794,-0.226633,0.840541,-0.088749,0.483995
1385798626.925155,1385798626.925155,566.819700,8.251794,-282.045500,-0.000079,0.903362,0.031559,0.427717,462.162861,7.751284,-117.146135,-0.224836,0.841256,-0.087942,0.483739
1385798627.132505,1385798627.132505,570.790300,8.459476,-285.318300,0.000189,0.903141,0.032674,0.428098,464.052637,7.906761,-118.223017,-0.224706,0.841662,-0.087293,0.483210
1385798627.236295,1385798627.236295,572.975400,8.576533,-287.114400,-0.000446,0.903032,0.032417,0.428348,465.144664,7.978216,-118.864230,-0.228564,0.840520,-0.089002,0.483076
1385798627.443745,1385798627.443745,577.146700,8.801915,-290.537900,-0.001062,0.902900,0.031845,0.428669,466.749845,8.093575,-119.817829,-0.230884,0.839756,-0.090633,0.482999
1385798627.547335,1385798627.547335,579.129600,8.906175,-292.167000,-0.000322,0.902755,0.031736,0.428983,467.763829,8.174959,-120.406513,-0.231439,0.839492,-0.091439,0.483041
1385798627.754705,1385798627.754705,583.295600,9.121119,-295.584100,0.000413,0.902323,0.032304,0.429848,469.096406,8.253513,-121.241017,-0.229630,0.839568,-0.090070,0.484028
1385798627.858665,1385798627.858665,585.282500,9.225087,-297.207600,-0.000079,0.902146,0.033048,0.430164,470.148997,8.323686,-121.867808,-0.229319,0.839385,-0.088988,0.484692
1385798627.963465,1385798627.963465,587.465300,9.337950,-298.990600,0.000405,0.902000,0.032488,0.430513,471.228303,8.408037,-122.498031,-0.228654,0.839163,-0.089084,0.485372
1385798628.169415,1385798628.169415,591.437200,9.539948,-302.222800,-0.000166,0.901702,0.032117,0.431164,472.936580,8.540081,-123.499361,-0.227496,0.839079,-0.088677,0.486136
1385798628.273015,1385798628.273015,593.424800,9.641502,-303.836100,-0.000362,0.901523,0.032083,0.431539,473.820024,8.602888,-124.009439,-0.228292,0.838586,-0.088630,0.486622
1385798628.480585,1385798628.480585,597.604200,9.860879,-307.218600,-0.001365,0.901258,0.031971,0.432100,475.402498,8.738424,-124.889289,-0.229008,0.838216,-0.088754,0.486901
1385798628.584185,1385798628.584185,599.796000,9.976012,-308.987600,-0.002029,0.901166,0.031432,0.432329,476.007541,8.788197,-125.227599,-0.229112,0.838097,-0.088884,0.487033
1385798628.791605,1385798628.791605,603.779500,10.182640,-312.207400,-0.002253,0.901265,0.031177,0.432140,477.352808,8.891041,-126.001198,-0.228350,0.838157,-0.088929,0.487278
1385798628.895345,1385798628.895345,605.970600,10.299630,-313.980900,-0.002304,0.901273,0.032064,0.432058,478.150608,8.947697,-126.469200,-0.228553,0.838231,-0.088137,0.487200
1385798629.102695,1385798629.102695,609.955600,10.516490,-317.203100,-0.003061,0.901378,0.031385,0.431884,479.353595,9.036287,-127.170088,-0.227727,0.838633,-0.087892,0.486939
1385798629.206495,1385798629.206495,612.144600,10.631840,-318.976400,-0.002306,0.901435,0.030431,0.431837,480.094233,9.097115,-127.589839,-0.226383,0.839009,-0.088409,0.486825
1385798629.413795,1385798629.413795,616.325900,10.841710,-322.363100,-0.001533,0.901371,0.030033,0.432003,481.397847,9.208183,-128.327741,-0.226056,0.839079,-0.089175,0.486717
1385798629.517415,1385798629.517415,618.319800,10.940360,-323.975800,-0.001943,0.901354,0.030731,0.431987,482.072195,9.263730,-128.710442,-0.228082,0.838552,-0.089808,0.486563
1385798629.621025,1385798629.621025,620.314500,11.043450,-325.588300,-0.001890,0.901320,0.031452,0.432007,482.919376,9.329650,-129.196342,-0.228668,0.838638,-0.089662,0.486167
1385798629.828385,1385798629.828385,624.504000,11.265220,-328.972100,-0.001816,0.901228,0.031349,0.432206,484.355145,9.437253,-130.007427,-0.227999,0.839312,-0.089353,0.485374
1385798629.932115,1385798629.932115,626.499700,11.370820,-330.582800,-0.001751,0.901174,0.031075,0.432339,484.927441,9.475509,-130.346526,-0.229630,0.838662,-0.090685,0.485482
1385798630.139485,1385798630.139485,630.692500,11.589260,-333.965300,-0.001746,0.900977,0.031255,0.432736,486.205755,9.591403,-131.057302,-0.232036,0.838037,-0.091787,0.485209
1385798630.243095,1385798630.243095,632.689100,11.695400,-335.573100,-0.002140,0.900900,0.031450,0.432880,487.054251,9.650022,-131.548086,-0.234578,0.837298,-0.092992,0.485034
1385798630.450395,1385798630.450395,636.878000,11.916760,-338.947600,-0.001964,0.900729,0.030683,0.433292,488.651385,9.762931,-132.488785,-0.236706,0.836264,-0.094854,0.485423
1385798630.554055,1385798630.554055,639.073900,12.030380,-340.714000,-0.002046,0.900588,0.030755,0.433580,489.363570,9.819335,-132.896966,-0.238828,0.835345,-0.095854,0.485769
1385798630.761295,1385798630.761295,643.065600,12.240990,-343.925400,-0.002013,0.900365,0.031707,0.433975,490.480952,9.903316,-133.545461,-0.239769,0.834972,-0.095575,0.486003
1385798630.865035,1385798630.865035,645.260200,12.357580,-345.687400,-0.001730,0.900254,0.031204,0.434242,491.521422,9.988790,-134.146472,-0.239200,0.834900,-0.096014,0.486319
1385798631.072495,1385798631.072495,649.252400,12.559670,-348.885800,-0.000921,0.900013,0.030701,0.434780,493.527570,10.154375,-135.276378,-0.239398,0.834731,-0.096758,0.486365
1385798631.176245,1385798631.176245,651.450200,12.672010,-350.643400,-0.000959,0.899791,0.031730,0.435164,494.251795,10.210160,-135.692538,-0.240624,0.834209,-0.096660,0.486674
1385798631.383515,1385798631.383515,655.646200,12.892480,-353.992700,-0.001182,0.899519,0.032177,0.435693,495.584417,10.312318,-136.461909,-0.241056,0.834111,-0.096298,0.486700
1385798631.487105,1385798631.487105,657.645900,12.998860,-355.585700,-0.001524,0.899418,0.032234,0.435896,496.169630,10.355435,-136.802416,-0.239585,0.834540,-0.095370,0.486875
1385798631.694465,1385798631.694465,661.846200,13.219890,-358.925400,-0.001087,0.899163,0.031282,0.436494,498.175811,10.495559,-137.979270,-0.238621,0.834190,-0.095622,0.487897
1385798631.798175,1385798631.798175,663.847800,13.323710,-360.516000,-0.000987,0.899061,0.031002,0.436722,498.787797,10.535660,-138.334845,-0.237871,0.834206,-0.095445,0.488270
1385798632.005555,1385798632.005555,668.054300,13.537800,-363.854200,-0.001420,0.899017,0.030828,0.436824,499.929223,10.621708,-138.974600,-0.237314,0.834295,-0.094837,0.488507
1385798632.109295,1385798632.109295,670.058500,13.639320,-365.443100,-0.001577,0.899064,0.030532,0.436748,500.561558,10.671131,-139.334447,-0.239708,0.833443,-0.096394,0.488489
1385798632.316685,1385798632.316685,674.269100,13.852330,-368.781700,-0.002361,0.899253,0.030102,0.436387,501.851967,10.769228,-140.077117,-0.241431,0.832935,-0.097683,0.488251
1385798632.420265,1385798632.420265,676.272800,13.953440,-370.373900,-0.002454,0.899359,0.029889,0.436182,502.611869,10.826529,-140.516634,-0.241454,0.832926,-0.098083,0.488174
1385798632.524015,1385798632.524015,678.477200,14.064080,-372.128600,-0.002442,0.899446,0.030307,0.435973,503.132272,10.865197,-140.815753,-0.241909,0.832937,-0.098124,0.487923
1385798632.731365,1385798632.731365,682.482300,14.270190,-375.322300,-0.001993,0.899608,0.031412,0.435562,504.285068,10.964874,-141.464356,-0.242904,0.833470,-0.098477,0.486445
1385798632.834985,1385798632.834985,684.685400,14.385350,-377.078700,-0.002182,0.899654,0.031448,0.435464,504.953805,11.012469,-141.851754,-0.243672,0.833416,-0.098736,0.486101
1385798633.042215,1385798633.042215,688.686400,14.591390,-380.272500,-0.001714,0.899715,0.030562,0.435403,506.564542,11.127907,-142.780738,-0.246434,0.832492,-0.101358,0.485751
1385798633.249445,1385798633.249445,692.888200,14.801860,-383.631800,-0.000332,0.899506,0.031067,0.435803,507.693244,11.204629,-143.433753,-0.245508,0.833307,-0.101296,0.484834
1385798633.353065,1385798633.353065,695.091900,14.910780,-385.390900,0.000063,0.899344,0.031680,0.436094,508.218127,11.244196,-143.735746,-0.247960,0.832369,-0.102314,0.484984
1385798633.560275,1385798633.560275,699.098900,15.112290,-388.581800,0.000335,0.899098,0.031385,0.436621,509.432344,11.328294,-144.430369,-0.250077,0.831645,-0.103977,0.484785
1385798633.664025,1385798633.664025,701.303600,15.224150,-390.334800,-0.000015,0.898988,0.030882,0.436884,509.432344,11.328294,-144.430369,-0.250077,0.831645,-0.103977,0.484785
1385798633.767725,1385798633.767725,703.307500,15.322740,-391.927200,0.000008,0.898893,0.030527,0.437104,510.036810,11.380790,-144.770733,-0.251564,0.831097,-0.105477,0.484632
1385798633.974985,1385798633.974985,707.519400,15.528900,-395.273900,-0.000276,0.898590,0.031602,0.437650,511.312969,11.501140,-145.459017,-0.262208,0.828021,-0.111118,0.482992
1385798634.078615,1385798634.078615,709.525800,15.630810,-396.866300,-0.000157,0.898399,0.032212,0.437996,511.908225,11.546703,-145.804384,-0.263943,0.827506,-0.111425,0.482859
1385798634.285845,1385798634.285845,713.738500,15.856070,-400.192700,0.000873,0.898106,0.032046,0.438609,513.596737,11.680398,-146.750583,-0.262155,0.828298,-0.111042,0.482564
1385798634.389465,1385798634.389465,715.744400,15.964950,-401.770900,0.001060,0.897924,0.031607,0.439014,514.234044,11.736883,-147.103576,-0.261052,0.828609,-0.110940,0.482650
1385798634.596815,1385798634.596815,719.955500,16.191600,-405.078600,0.001543,0.897538,0.030967,0.439845,515.646056,11.852673,-147.882556,-0.256106,0.830039,-0.108775,0.483336
1385798634.700565,1385798634.700565,721.963900,16.300280,-406.651700,0.002014,0.897378,0.030687,0.440189,516.238085,11.898301,-148.219075,-0.256732,0.829491,-0.109502,0.483780
1385798634.804305,1385798634.804305,724.175200,16.418990,-408.379600,0.002224,0.897150,0.030543,0.440663,516.846610,11.945320,-148.554635,-0.257274,0.829278,-0.109922,0.483761
1385798635.011655,1385798635.011655,728.208200,16.633710,-411.516200,0.000395,0.896811,0.030187,0.441382,517.852002,12.008606,-149.134886,-0.260734,0.827466,-0.110975,0.484771
1385798635.115295,1385798635.115295,730.425200,16.751030,-413.237200,0.000378,0.896678,0.029762,0.441682,518.432096,12.051378,-149.460926,-0.259720,0.827412,-0.110689,0.485472
1385798635.322625,1385798635.322625,734.452600,16.951980,-416.368700,0.002121,0.896309,0.029547,0.442439,519.836755,12.162413,-150.247963,-0.259636,0.826722,-0.111470,0.486513
1385798635.426245,1385798635.426245,736.670500,17.055750,-418.090300,0.002085,0.896202,0.029620,0.442651,520.478663,12.210542,-150.601986,-0.259200,0.826715,-0.111141,0.486832
1385798635.633595,1385798635.633595,740.912400,17.251000,-421.372600,0.000325,0.896245,0.030146,0.442535,521.577075,12.293838,-151.222352,-0.259898,0.827061,-0.110036,0.486122
1385798635.737235,1385798635.737235,742.931800,17.346470,-422.933500,-0.000039,0.896315,0.029543,0.442432,522.240994,12.348246,-151.574148,-0.260750,0.826825,-0.111699,0.485688
1385798635.840955,1385798635.840955,744.949700,17.438960,-424.494900,0.000346,0.896327,0.028418,0.442482,522.971713,12.404091,-151.984083,-0.258818,0.827538,-0.111717,0.485503
1385798636.048185,1385798636.048185,749.190200,17.625850,-427.785300,0.001327,0.895936,0.030471,0.443134,524.507828,12.517677,-152.822129,-0.266254,0.825230,-0.114521,0.484757
1385798636.151925,1385798636.151925,751.209000,17.724360,-429.349800,0.002197,0.895759,0.031271,0.443433,525.047599,12.556962,-153.123733,-0.268045,0.824763,-0.115037,0.484442
1385798636.359285,1385798636.359285,755.453000,17.912950,-432.626700,0.003772,0.895503,0.029903,0.444033,526.218910,12.641901,-153.785810,-0.263157,0.826382,-0.114415,0.484510
1385798636.462885,1385798636.462885,757.680100,17.999590,-434.341100,0.004379,0.895339,0.029006,0.444419,526.730666,12.680437,-154.075626,-0.261360,0.826885,-0.114560,0.484591
1385798636.670255,1385798636.670255,761.737900,18.145010,-437.456900,0.004476,0.894784,0.030013,0.445467,527.724767,12.740409,-154.641573,-0.264159,0.825395,-0.114930,0.485525
1385798636.773865,1385798636.773865,763.973000,18.231730,-439.166200,0.004075,0.894540,0.030231,0.445945,528.212149,12.764910,-154.930071,-0.266371,0.824486,-0.115435,0.485741
1385798636.877605,1385798636.877605,766.006400,18.313180,-440.717100,0.004012,0.894328,0.029855,0.446397,528.923437,12.821092,-155.328124,-0.264688,0.824651,-0.114767,0.486538
1385798637.084965,1385798637.084965,770.282900,18.478730,-443.969700,0.003474,0.893889,0.029645,0.447293,530.591094,12.950307,-156.254090,-0.260399,0.825952,-0.112294,0.487222
1385798637.188605,1385798637.188605,772.320800,18.557740,-445.515000,0.003684,0.893672,0.029230,0.447752,531.284787,13.000118,-156.643722,-0.260661,0.825488,-0.112553,0.487809
1385798637.395935,1385798637.395935,776.604700,18.722960,-448.756000,0.003898,0.893311,0.028873,0.448494,532.142661,13.067318,-157.108926,-0.257973,0.826141,-0.111596,0.488352
1385798637.499545,1385798637.499545,778.645900,18.799940,-450.297300,0.003806,0.893178,0.029054,0.448748,532.728698,13.105173,-157.434133,-0.257559,0.826259,-0.110764,0.488560
1385798637.706775,1385798637.706775,782.935500,18.968190,-453.528200,0.002388,0.893208,0.029341,0.448680,533.794480,13.187064,-158.022001,-0.258204,0.826483,-0.110269,0.487953
1385798637.810395,1385798637.810395,784.975700,19.050050,-455.063700,0.001980,0.893326,0.028651,0.448491,534.576054,13.245269,-158.455206,-0.255925,0.827421,-0.109580,0.487719
1385798637.914135,1385798637.914135,787.217600,19.137960,-456.752900,0.001907,0.893423,0.027879,0.448346,535.230812,13.292448,-158.823567,-0.253585,0.828377,-0.109073,0.487432
1385798638.121365,1385798638.121365,791.287500,19.295450,-459.828500,0.002255,0.893672,0.028083,0.447836,536.125375,13.351076,-159.324469,-0.258074,0.826760,-0.111600,0.487249
1385798638.224995,1385798638.224995,793.521200,19.380300,-461.521600,0.002796,0.893828,0.028392,0.447502,536.730501,13.399490,-159.667478,-0.260620,0.825888,-0.113088,0.487030
1385798638.432215,1385798638.432215,797.576400,19.538680,-464.601500,0.002888,0.894085,0.029396,0.446921,537.876437,13.478802,-160.310420,-0.264168,0.825322,-0.114647,0.485710
1385798638.535835,1385798638.535835,799.803500,19.629380,-466.293200,0.002508,0.894189,0.029381,0.446717,538.547899,13.518848,-160.693589,-0.263784,0.825820,-0.114865,0.485021
1385798638.743055,1385798638.743055,804.047000,19.791980,-469.518200,0.003000,0.894260,0.026841,0.446733,539.796397,13.617467,-161.368223,-0.264963,0.825303,-0.118307,0.484431
1385798638.846695,1385798638.846695,806.067600,19.862390,-471.055100,0.003419,0.894190,0.026426,0.446895,540.494146,13.665078,-161.762757,-0.271062,0.822593,-0.122310,0.484671
1385798638.950415,1385798638.950415,808.089500,19.932790,-472.592900,0.003446,0.894073,0.026875,0.447102,541.071698,13.712373,-162.079715,-0.277113,0.820232,-0.125772,0.484365
1385798639.157645,1385798639.157645,812.337900,20.086530,-475.818700,0.003529,0.893741,0.027494,0.447726,541.999919,13.770842,-162.598828,-0.285227,0.816893,-0.129503,0.484315
1385798639.261255,1385798639.261255,814.362800,20.163440,-477.354000,0.003971,0.893488,0.028066,0.448191,542.594111,13.807417,-162.939074,-0.285932,0.816520,-0.129420,0.484549
1385798639.468495,1385798639.468495,818.622100,20.325030,-480.571400,0.004546,0.892861,0.028477,0.449408,543.663187,13.920950,-163.495455,-0.296177,0.811971,-0.135722,0.484317
1385798639.572105,1385798639.572105,820.654900,20.403950,-482.099600,0.004521,0.892544,0.028739,0.450021,544.284702,13.968021,-163.838342,-0.299856,0.810095,-0.137487,0.484696
1385798639.779465,1385798639.779465,824.933100,20.569250,-485.302000,0.004704,0.891886,0.029032,0.451304,545.279763,14.041796,-164.394320,-0.303425,0.807910,-0.138347,0.485875
1385798639.883075,1385798639.883075,827.180800,20.659230,-486.975200,0.004098,0.891551,0.029528,0.451938,545.766634,14.057411,-164.683406,-0.298438,0.809369,-0.134892,0.487504
1385798640.090315,1385798640.090315,831.277300,20.827240,-490.008700,0.003291,0.891035,0.028936,0.453000,546.796942,14.151655,-165.232870,-0.301764,0.807660,-0.136583,0.487820
1385798640.193945,1385798640.193945,833.534800,20.920440,-491.676000,0.003202,0.890804,0.028846,0.453460,547.336250,14.205873,-165.511572,-0.294200,0.810249,-0.131513,0.489538
1385798640.297675,1385798640.297675,835.588600,21.005240,-493.191900,0.003580,0.890587,0.029182,0.453861,547.892784,14.235799,-165.825060,-0.288042,0.812187,-0.127871,0.490951
1385798640.505035,1385798640.505035,839.910800,21.185620,-496.373800,0.003460,0.890486,0.029546,0.454037,548.810274,14.315678,-166.321225,-0.289355,0.811349,-0.127868,0.491566
1385798640.608635,1385798640.608635,841.974000,21.273630,-497.889500,0.002230,0.890512,0.030446,0.453934,548.810274,14.315678,-166.321225,-0.289355,0.811349,-0.127868,0.491566
1385798640.815995,1385798640.815995,846.307600,21.466650,-501.071600,0.001003,0.890681,0.029750,0.453654,549.779119,14.385706,-166.849220,-0.291446,0.810649,-0.129233,0.491127
1385798640.919615,1385798640.919615,848.371800,21.556260,-502.589000,0.001091,0.890693,0.028798,0.453691,550.479669,14.434776,-167.232851,-0.286478,0.812288,-0.127232,0.491864
1385798641.126865,1385798641.126865,852.714800,21.744610,-505.778400,0.000135,0.890417,0.029459,0.454191,551.534821,14.565161,-167.744787,-0.292259,0.810020,-0.130190,0.491430
1385798641.230455,1385798641.230455,854.783100,21.834040,-507.296100,0.000324,0.890347,0.028710,0.454376,551.534821,14.565161,-167.744787,-0.292259,0.810020,-0.130190,0.491430
1385798641.334095,1385798641.334095,857.059800,21.929940,-508.966600,0.000820,0.890249,0.028130,0.454604,551.534821,14.565161,-167.744787,-0.292259,0.810020,-0.130190,0.491430
1385798641.541305,1385798641.541305,861.204500,22.107040,-512.009300,0.001217,0.890032,0.029972,0.454909,552.485296,14.640361,-168.253927,-0.297331,0.808407,-0.131641,0.490656
1385798641.645055,1385798641.645055,863.486000,22.208980,-513.681600,0.000973,0.889967,0.031082,0.454964,552.485296,14.640361,-168.253927,-0.297331,0.808407,-0.131641,0.490656
1385798641.852405,1385798641.852405,867.840000,22.411360,-516.865200,-0.000001,0.889721,0.031781,0.455396,553.474048,14.721502,-168.787387,-0.305244,0.805408,-0.135342,0.489721
1385798641.956025,1385798641.956025,869.909200,22.507290,-518.377900,0.000520,0.889512,0.031481,0.455825,553.474048,14.721502,-168.787387,-0.305244,0.805408,-0.135342,0.489721
1385798642.059515,1385798642.059515,871.976900,22.601110,-519.890700,0.001544,0.889210,0.031463,0.456413,553.474048,14.721502,-168.787387,-0.305244,0.805408,-0.135342,0.489721
1385798642.266735,1385798642.266735,876.323400,22.797110,-523.056200,0.002955,0.888348,0.032525,0.458008,553.474048,14.721502,-168.787387,-0.305244,0.805408,-0.135342,0.489721
1385798642.370355,1385798642.370355,878.395400,22.892000,-524.555800,0.002687,0.887965,0.033285,0.458697,554.281028,14.794231,-169.216212,-0.306447,0.804999,-0.135161,0.489692
1385798642.577735,1385798642.577735,882.744200,23.094750,-527.684700,0.002522,0.887263,0.034271,0.459981,555.228680,14.878612,-169.745038,-0.308497,0.804007,-0.134988,0.490083
1385798642.682275,1385798642.682275,885.021800,23.204030,-529.313000,0.001968,0.886944,0.034278,0.460599,555.228680,14.878612,-169.745038,-0.308497,0.804007,-0.134988,0.490083
1385798642.888805,1385798642.888805,889.157300,23.398910,-532.255000,0.001357,0.886361,0.033534,0.461776,556.307123,14.984426,-170.307916,-0.308322,0.803535,-0.134777,0.491023
1385798642.992455,1385798642.992455,891.429600,23.506980,-533.865900,0.001376,0.886033,0.033771,0.462389,556.307123,14.984426,-170.307916,-0.308322,0.803535,-0.134777,0.491023
1385798643.199785,1385798643.199785,895.556900,23.700910,-536.781200,0.002008,0.885426,0.033680,0.463553,557.165048,15.054169,-170.773376,-0.308256,0.802774,-0.134454,0.492397
1385798643.303415,1385798643.303415,897.827200,23.808390,-538.378300,0.001604,0.885130,0.034297,0.464076,557.783008,15.111009,-171.106349,-0.308919,0.802042,-0.133660,0.493388
1385798643.407135,1385798643.407135,899.889200,23.910580,-539.826700,0.001845,0.884893,0.034970,0.464476,557.783008,15.111009,-171.106349,-0.308919,0.802042,-0.133660,0.493388
1385798643.614625,1385798643.614625,904.221500,24.130540,-542.853600,0.001175,0.884461,0.034970,0.465301,557.783008,15.111009,-171.106349,-0.308919,0.802042,-0.133660,0.493388
1385798643.718125,1385798643.718125,906.283100,24.235050,-544.289400,0.001148,0.884295,0.034650,0.465639,557.783008,15.111009,-171.106349,-0.308919,0.802042,-0.133660,0.493388
1385798643.925335,1385798643.925335,910.609000,24.450350,-547.296800,0.000560,0.884024,0.034035,0.466201,557.783008,15.111009,-171.106349,-0.308919,0.802042,-0.133660,0.493388
1385798644.028965,1385798644.028965,912.666300,24.552080,-548.727200,0.000998,0.883919,0.033887,0.466409,557.783008,15.111009,-171.106349,-0.308919,0.802042,-0.133660,0.493388
1385798644.236185,1385798644.236185,916.988500,24.758580,-551.731400,0.002001,0.883723,0.033963,0.466772,556.970533,15.033862,-170.692966,-0.303209,0.804047,-0.130311,0.494562
1385798644.339675,1385798644.339675,919.054600,24.860230,-553.156300,0.001666,0.883570,0.035577,0.466942,556.970533,15.033862,-170.692966,-0.303209,0.804047,-0.130311,0.494562
1385798644.547075,1385798644.547075,923.383400,25.090410,-556.127000,0.001370,0.883651,0.031540,0.467080,556.568531,15.003218,-170.467474,-0.304420,0.802127,-0.134973,0.495684
1385798644.650525,1385798644.650525,925.438800,25.175360,-557.540800,0.002183,0.883718,0.029002,0.467116,556.568531,15.003218,-170.467474,-0.304420,0.802127,-0.134973,0.495684
1385798644.857745,1385798644.857745,929.775300,25.377350,-560.522100,-0.001028,0.883463,0.033871,0.467273,556.568531,15.003218,-170.467474,-0.304420,0.802127,-0.134973,0.495684
1385798644.961495,1385798644.961495,931.836500,25.492570,-561.939900,-0.001200,0.883359,0.035062,0.467381,556.568531,15.003218,-170.467474,-0.304420,0.802127,-0.134973,0.495684
1385798645.168615,1385798645.168615,936.161000,25.738740,-564.914000,0.000210,0.883077,0.035306,0.467898,556.568531,15.003218,-170.467474,-0.304420,0.802127,-0.134973,0.495684
1385798645.272335,1385798645.272335,938.431100,25.865710,-566.471500,-0.000098,0.882883,0.035940,0.468216,556.568531,15.003218,-170.467474,-0.304420,0.802127,-0.134973,0.495684
